did,r_type,r_name,r_character,myroom_move,r_rarity,t_normal_shout1,t_normal_shout2,t_good_shout1,t_good_shout2,t_best_shout1,t_best_shout2,t_normal_phrase1,t_normal_phrase2,t_normal_phrase3,t_good_phrase1,t_good_phrase2,t_good_phrase3,t_best_phrase1,t_best_phrase2,t_best_phrase3,t_lobby_touch1,t_lobby_touch2,t_lobby_touch3,t_lobby_touch4,t_forest_heart,t_party_in,t_party_out,t_lobby_induce,t_lobby_present,t_lobby_end,t_dragon_appear,lactea_sorrow,lactea_bye,lactea_farewell,mail_message,party_in_induce
121661,whitedestroyer,화이트 디스트로이어,고고함,fly_slow,legend,크크크크...,이것이 파괴의 힘이다.,아아...좋구나.,모든 세상을 파괴해 주겠다.,이것이 검은 빛이다.,힘이 바로 정의인 것이다.,나는 비로소 진정한 힘을 얻었다.,이것은 내가 파괴를 추구하면서 얻은 힘이다.,힘에 취하는구나...,기사일 때의 나는 약했다. 규율 때문이었지.,기사도야 말로 강한 힘에서 멀어지는 지름길이다.,지키는 것 만으로는 강해질 수 없다. 파괴의 힘이야 말로 진정한 강함이다.,이런 모습이 된 내가 두려운가?,너도 언젠가는 깨닫게 될 것이다. 힘이야 말로 정의라는 것을,나와 같은 길을 걷고 싶다면 언제든지 도와주겠다.,너도 타락의 구렁텅이에 빠져보지 않겠나?,사람들을 지키는 것만큼 어리석은 속박은 없다.,이런 마을이 왜 필요하지? 언젠가 파괴될 뿐인데.,너에게는 멸망의 소리가 들리지 않는가?,나에게 휴식은 필요없다. 힘을 다오.,모든 것을 파괴해 주겠다.,나에게 명령하지 마라.,응? 내 품에서 뭔가가 떨어졌군.,지금 나에게는 소중하지 않다. 가져가라.,이런 것에 신경쓸 여력은 없다.,,,,,,
121663,whitedestroyer,화이트 디스트로이어,고고함,fly_slow,legend,크크크크...,이것이 파괴의 힘이다.,아아...좋구나.,모든 세상을 파괴해 주겠다.,이것이 검은 빛이다.,힘이 바로 정의인 것이다.,나는 비로소 진정한 힘을 얻었다.,이것은 내가 파괴를 추구하면서 얻은 힘이다.,힘에 취하는구나...,기사일 때의 나는 약했다. 규율 때문이었지.,기사도야 말로 강한 힘에서 멀어지는 지름길이다.,지키는 것 만으로는 강해질 수 없다. 파괴의 힘이야 말로 진정한 강함이다.,이런 모습이 된 내가 두려운가?,너도 언젠가는 깨닫게 될 것이다. 힘이야 말로 정의라는 것을,나와 같은 길을 걷고 싶다면 언제든지 도와주겠다.,너도 타락의 구렁텅이에 빠져보지 않겠나?,사람들을 지키는 것만큼 어리석은 속박은 없다.,이런 마을이 왜 필요하지? 언젠가 파괴될 뿐인데.,너에게는 멸망의 소리가 들리지 않는가?,나에게 휴식은 필요없다. 힘을 다오.,모든 것을 파괴해 주겠다.,나에게 명령하지 마라.,응? 내 품에서 뭔가가 떨어졌군.,지금 나에게는 소중하지 않다. 가져가라.,이런 것에 신경쓸 여력은 없다.,,,,,,
121664,whitedestroyer,화이트 디스트로이어,고고함,fly_slow,legend,크크크크...,이것이 파괴의 힘이다.,아아...좋구나.,모든 세상을 파괴해 주겠다.,이것이 검은 빛이다.,힘이 바로 정의인 것이다.,나는 비로소 진정한 힘을 얻었다.,이것은 내가 파괴를 추구하면서 얻은 힘이다.,힘에 취하는구나...,기사일 때의 나는 약했다. 규율 때문이었지.,기사도야 말로 강한 힘에서 멀어지는 지름길이다.,지키는 것 만으로는 강해질 수 없다. 파괴의 힘이야 말로 진정한 강함이다.,이런 모습이 된 내가 두려운가?,너도 언젠가는 깨닫게 될 것이다. 힘이야 말로 정의라는 것을,나와 같은 길을 걷고 싶다면 언제든지 도와주겠다.,너도 타락의 구렁텅이에 빠져보지 않겠나?,사람들을 지키는 것만큼 어리석은 속박은 없다.,이런 마을이 왜 필요하지? 언젠가 파괴될 뿐인데.,너에게는 멸망의 소리가 들리지 않는가?,나에게 휴식은 필요없다. 힘을 다오.,모든 것을 파괴해 주겠다.,나에게 명령하지 마라.,응? 내 품에서 뭔가가 떨어졌군.,지금 나에게는 소중하지 않다. 가져가라.,이런 것에 신경쓸 여력은 없다.,,,,,,
121683,abaddon,불 아바돈,고고하며 냉소적,fly_slow,legend,파멸해라!,모든 것이 재로 돌아가리라!,멸망을 맞이하라!,심연의 불꽃이 모든 것을 태우리라!,종말이 도래했노라!,이제 세계는 끝을 맞이하리라!,파멸이 너를 찾아 왔노라.,종말의 시간이 다가오는구나.,이 모든 것이 사라지리라.,나는 세계를 불태우기 위해 존재한다.,나는 세상의 종말과 함께 타오르는 불꽃이다.,다가오는 멸망을 피할 순 없다.,종말이 다가왔다. 파괴의 불꽃을 피워라.,나는 곧 파멸이며 종말이노라.,"너는 최후에 파멸하리라, 모든 것의 파멸을 보게 될 것이다.",종말의 불꽃 앞에 아련하게 흔들리고 있구나,가련한 이들이 스스로 파멸의 길로 걸어가고 있구나.,멸망 앞에서 마지막으로 빛나는 가련한 생명들이로다.,세상의 파멸이 얼마 남지 않았다.,종말을 피한 자그마한 숲이로구나.,종말의 시간이 도래 했노라!,파멸을 피할 순 없다.,잿더미 속에서 무엇을 찾고 있는가?,파멸의 미래에는 필요 없는 것이다.,무의미한 손짓이다.,,,,,,
121692,hypnos,물 히프노스,따뜻하고 믿음직스러운,fly_slow,legend,잠드실 시간입니다.,이제 괜찮습니다.,좋은 꿈을 꾸시길....,걱정 하지 않으셔도 됩니다.,편히 잠드시길....,두려워 할 필요는 없습니다.,당신의 꿈은 무엇인가요?,좋은 꿈을 꾸셨습니까?,잠이 안오신다면 도와드리죠.,제가 함께 있겠습니다.,악몽을 두려워할 필요는 없습니다.,제가 당신의 곁에 있습니다.,좋은 꿈을 꾸셨다면 좋겠군요.,"다들 형이 난폭하다고 하지만, 저에게 없어서는 안될 자상한 가족입니다.",제 형이 점점 이성을 잃는 일이 많아지는 것 같습니다. 걱정 되는군요.,평화롭고 따스한 마을이군요.,옛 생각이 나는군요.,안녕히 주무셨습니까?,좋은 꿈을 꿀 수 있을 것 같은 마을입니다.,좋은 꿈을 꿀 수있을 것 같군요.,안식의 힘이 필요하십니까?,아직 평온하다면 다행이군요.,자고나면 좋은 일이 있을지도 모릅니다.,무언가 발견하셨나요?,기뻐하시니 저도 기쁘군요.,,,,,,
121701,artemisdragon,땅 아르테미스드래곤,고고하며 냉소적,fly_slow,legend,달빛을 피할 수 없다!,달빛의 심판을 받아라!,사냥의 시간입니다!,지금입니다!,순결의 달빛이여! 부정한 것의 심장을 노려라!,달빛 세례를 받아라!,오늘은 구름에 달빛이 가려졌군요.,달빛이 없으니 기운이 없네요.,달이 밝은 밤 다시 이야기하도록 해요.,달빛을 좋아하는 드래곤이 또 있다고 하던데...,사냥하기 좋은 밤입니다.,어둠 속에서 찬란하게 빛나는 달... 아름답지 않나요?,당신과 달빛을 맞으며 사냥하고 싶어요.,오늘 밤은 달빛이 매우 황홀하네요.,달빛이 당신을 지켜줄 거예요.,달빛을 감상하기 좋은 마을이군요.,사냥은 언제 출발하나요?,저는 달빛 아래에서 사냥을 즐긴답니다.,달의 여신의 가호가 함께 하길...,달빛이 충만한 숲이에요.,자! 사냥을 시작합시다!,다음에 함께 하죠.,사냥에서 빛나는 무언가를 발견했어요.,이건 달빛의 선물입니다.,달이 차오르길 기다리세요.,,,,,,
121702,artemisdragon,물 아르테미스드래곤,고고하며 냉소적,fly_slow,legend,달빛을 피할 수 없다!,달빛의 심판을 받아라!,사냥의 시간입니다!,지금입니다!,순결의 달빛이여! 부정한 것의 심장을 노려라!,달빛 세례를 받아라!,오늘은 구름에 달빛이 가려졌군요.,달빛이 없으니 기운이 없네요.,달이 밝은 밤 다시 이야기하도록 해요.,달빛을 좋아하는 드래곤이 또 있다고 하던데...,사냥하기 좋은 밤입니다.,어둠 속에서 찬란하게 빛나는 달... 아름답지 않나요?,당신과 달빛을 맞으며 사냥하고 싶어요.,오늘 밤은 달빛이 매우 황홀하네요.,달빛이 당신을 지켜줄 거예요.,달빛을 감상하기 좋은 마을이군요.,사냥은 언제 출발하나요?,저는 달빛 아래에서 사냥을 즐긴답니다.,달의 여신의 가호가 함께 하길...,달빛이 충만한 숲이에요.,자! 사냥을 시작합시다!,다음에 함께 하죠.,사냥에서 빛나는 무언가를 발견했어요.,이건 달빛의 선물입니다.,달이 차오르길 기다리세요.,,,,,,
121705,artemisdragon,어둠 아르테미스드래곤,고고하며 냉소적,fly_slow,legend,달빛을 피할 수 없다!,달빛의 심판을 받아라!,사냥의 시간입니다!,지금입니다!,순결의 달빛이여! 부정한 것의 심장을 노려라!,달빛 세례를 받아라!,오늘은 구름에 달빛이 가려졌군요.,달빛이 없으니 기운이 없네요.,달이 밝은 밤 다시 이야기하도록 해요.,달빛을 좋아하는 드래곤이 또 있다고 하던데...,사냥하기 좋은 밤입니다.,어둠 속에서 찬란하게 빛나는 달... 아름답지 않나요?,당신과 달빛을 맞으며 사냥하고 싶어요.,오늘 밤은 달빛이 매우 황홀하네요.,달빛이 당신을 지켜줄 거예요.,달빛을 감상하기 좋은 마을이군요.,사냥은 언제 출발하나요?,저는 달빛 아래에서 사냥을 즐긴답니다.,달의 여신의 가호가 함께 하길...,달빛이 충만한 숲이에요.,자! 사냥을 시작합시다!,다음에 함께 하죠.,사냥에서 빛나는 무언가를 발견했어요.,이건 달빛의 선물입니다.,달이 차오르길 기다리세요.,,,,,,
121711,darnus,땅 다르누스,고고함,fly_slow,legend,그저 나비처럼...,잘 먹을게.,나비의 꿈을 꾸고 있구나.,가장 순수한 꿈...,그 날갯짓은 너무나 가엾구나.,너희의 꿈을 받아갈게.,소중한 꿈을 가지고 있니?,두려움에 떨고 있구나. 나쁜 꿈을 꾸었니?,가여운 아이... 나비처럼 덧없구나.,너의 꿈을 들려줄래?,내 곁에서 잠들어도 좋아.,나비들의 날갯짓은 고작해야 보름 정도면 멈춘다고 해.,"적어도, 나쁜 꿈을 꾸지 않게 해줄 수는 있어.","그래, 많이 힘들었지?","네가 나비의 꿈을 꾸는지, 나비가 너의 꿈을 꾸는지...",구슬에는 닿지 않는게 좋아.,꿈을 빼앗길 지도 모르거든.,잊고 싶은 악몽이 있니?,나비의 꿈을 꾸고 있구나.,날갯짓하는 용들...,나비처럼 흔들리는 구나.,가여운 아이들... 덧없는 꿈들...,네 꿈속에서 이걸 찾았어.,욕심으로 가득하구나.,가여운 아이......,,,,,,
121712,darnus,물 다르누스,고고함,fly_slow,legend,그저 나비처럼...,잘 먹을게.,나비의 꿈을 꾸고 있구나.,가장 순수한 꿈...,그 날갯짓은 너무나 가엾구나.,너희의 꿈을 받아갈게.,소중한 꿈을 가지고 있니?,두려움에 떨고 있구나. 나쁜 꿈을 꾸었니?,가여운 아이... 나비처럼 덧없구나.,너의 꿈을 들려줄래?,내 곁에서 잠들어도 좋아.,나비들의 날갯짓은 고작해야 보름 정도면 멈춘다고 해.,"적어도, 나쁜 꿈을 꾸지 않게 해줄 수는 있어.","그래, 많이 힘들었지?","네가 나비의 꿈을 꾸는지, 나비가 너의 꿈을 꾸는지...",구슬에는 닿지 않는게 좋아.,꿈을 빼앗길 지도 모르거든.,잊고 싶은 악몽이 있니?,나비의 꿈을 꾸고 있구나.,날갯짓하는 용들...,나비처럼 흔들리는 구나.,가여운 아이들... 덧없는 꿈들...,네 꿈속에서 이걸 찾았어.,욕심으로 가득하구나.,가여운 아이......,,,,,,
121714,darnus,빛 다르누스,고고함,fly_slow,legend,그저 나비처럼...,잘 먹을게.,나비의 꿈을 꾸고 있구나.,가장 순수한 꿈...,그 날갯짓은 너무나 가엾구나.,너희의 꿈을 받아갈게.,소중한 꿈을 가지고 있니?,두려움에 떨고 있구나. 나쁜 꿈을 꾸었니?,가여운 아이... 나비처럼 덧없구나.,너의 꿈을 들려줄래?,내 곁에서 잠들어도 좋아.,나비들의 날갯짓은 고작해야 보름 정도면 멈춘다고 해.,"적어도, 나쁜 꿈을 꾸지 않게 해줄 수는 있어.","그래, 많이 힘들었지?","네가 나비의 꿈을 꾸는지, 나비가 너의 꿈을 꾸는지...",구슬에는 닿지 않는게 좋아.,꿈을 빼앗길 지도 모르거든.,잊고 싶은 악몽이 있니?,나비의 꿈을 꾸고 있구나.,날갯짓하는 용들...,나비처럼 흔들리는 구나.,가여운 아이들... 덧없는 꿈들...,네 꿈속에서 이걸 찾았어.,욕심으로 가득하구나.,가여운 아이......,,,,,,
121722,portunus,물 폴투누스,고고함,fly_slow,legend,심해의 힘!,버틸 수 있을까?,숨을 쉬지 못하게 만들어 주지!,익사해라!,이것이 심해를 지배하는 힘이다!,심해에 잠기거라!,"이런 곳에서 나를 만나다니, 운이 좋은 줄 알아라","이 심해에 발을 들이다니, 목숨이 아까운 줄 모르는군.",심해는 생명이 살기 힘든 곳이다. 특히 인간에게는 말이지.,물은 무엇이든 될 수 있다.,물의 힘을 얕보지 마라.,"물은 생명의 근원도, 생명을 멸하는 무기도 될 수 있다.",심해의 기운이 나를 강하게 하고 있다.,이제 어떠한 적도 두렵지 않다.,수심이 깊어질수록 나는 더 강해진다.,내 피부는 갑각류보다 단단하지.,물...물이 필요하다!,나를 바다로 데려다오.,지상에는 오래 있기 힘들다.,심해의 기운이 충만해졌다.,심해로 데려가 주겠다!,심해의 기운이 부족하구나.,너에게 심해의 기운을 나누어 주겠다.,이걸로 너는 더 강해질 것이다.,강해짐을 느꼈나?,,,,,,
121735,seere,어둠 세에레,장난기가 심함,fly_slow,myth,정의를 위하여!,모두 나를 도와줘!,빛의 결사대! 힘을 모으자!,조금만 더 힘을 내!,모두는 하나를 위해!,하나는 모두를 위해!,마음에 들지 않아. 너희들 모두.,임무에 집중해!,정말... 짜증 나...,어찌 됐든... 임무만 완수하면 되잖아. 안 그래?,힘은 순수해. 선도 악도 없지.,가지고 있는 힘을 어떻게 사용할지는 스스로 결정하는 거야.,형제들은 지금 어디에 있을까?,악을 처단하기 위해 목숨을 불사하는 것.,그것이 빛의 결사대의 숭고한 사명이야.,으... 짜증 나...!,참는 것도 한계가 있어.,이제 그만 일을 좀 하지그래?,어디 한번 혼나봐야 정신을 차리겠어?,"평화로운 숲이지만, 조금 불편해.",빛의 결사대! 준비 완료!,퇴각... 하는 거야?,빛의 결사대 활동 자금이 나왔어.,이건 네 몫이야.,부족하다 투덜거리지 말고 성과를 좀 내지 그래?,"모두는 하나를 위해, 하나는 모두를 위해!",,,,,
121742,animala,물 애니마라,냉소적,fly_slow,legend,죽음을 맞이하라!,삶의 구속에서 해방시켜주마.,영혼의 날개가 너를 원한다.,죽음으로 보답하라.,죽음은 너를 기다리지 않는다.,영원한 악몽 속에서 고통을 느껴라!,죽음이 너에게 다가가고 있다.,구속을 해방하고 영혼의 자유를 찾아주겠다.,영원한 악몽은 죽음과 같다.,보잘것없는 영혼이지만 거두어주마.,영원한 악몽 속에서 최후를 맞이하라.,악몽에서 달아날 수 없다.,모든 영혼을 내 앞에 가져와라.,누구도 죽음을 피할 수 없다.,구원 따윈 바라지 마라.,영원한 악몽은 이제 시작이다.,영혼의 타락을 지켜보는 것만큼 즐거운 것은 없지.,악몽의 주인에게 경배하라.,희망은 사라졌다.,악몽이 찾아온다...,준비해라.,한심한 영혼이여...,나약한 영혼의 잔여물이 남아 있군.,죽음의 선물이다.,이제 그만 사라져라!,,,,,,
121743,animala,불 애니마라,냉소적,fly_slow,legend,죽음을 맞이하라!,삶의 구속에서 해방시켜주마.,영혼의 날개가 너를 원한다.,죽음으로 보답하라.,죽음은 너를 기다리지 않는다.,영원한 악몽 속에서 고통을 느껴라!,죽음이 너에게 다가가고 있다.,구속을 해방하고 영혼의 자유를 찾아주겠다.,영원한 악몽은 죽음과 같다.,보잘것없는 영혼이지만 거두어주마.,영원한 악몽 속에서 최후를 맞이하라.,악몽에서 달아날 수 없다.,모든 영혼을 내 앞에 가져와라.,누구도 죽음을 피할 수 없다.,구원 따윈 바라지 마라.,영원한 악몽은 이제 시작이다.,영혼의 타락을 지켜보는 것만큼 즐거운 것은 없지.,악몽의 주인에게 경배하라.,희망은 사라졌다.,악몽이 찾아온다...,준비해라.,한심한 영혼이여...,나약한 영혼의 잔여물이 남아 있군.,죽음의 선물이다.,이제 그만 사라져라!,,,,,,
121745,animala,어둠 애니마라,냉소적,fly_slow,legend,죽음을 맞이하라!,삶의 구속에서 해방시켜주마.,영혼의 날개가 너를 원한다.,죽음으로 보답하라.,죽음은 너를 기다리지 않는다.,영원한 악몽 속에서 고통을 느껴라!,죽음이 너에게 다가가고 있다.,구속을 해방하고 영혼의 자유를 찾아주겠다.,영원한 악몽은 죽음과 같다.,보잘것없는 영혼이지만 거두어주마.,영원한 악몽 속에서 최후를 맞이하라.,악몽에서 달아날 수 없다.,모든 영혼을 내 앞에 가져와라.,누구도 죽음을 피할 수 없다.,구원 따윈 바라지 마라.,영원한 악몽은 이제 시작이다.,영혼의 타락을 지켜보는 것만큼 즐거운 것은 없지.,악몽의 주인에게 경배하라.,희망은 사라졌다.,악몽이 찾아온다...,준비해라.,한심한 영혼이여...,나약한 영혼의 잔여물이 남아 있군.,죽음의 선물이다.,이제 그만 사라져라!,,,,,,
121752,deathlock,물 데스락,냉소적,fly_slow,myth,신도 나를 막을 순 없다!,감히 내게 도전을 하다니!,너흰 내 상대가 되지 못한다!,잔챙이들이 귀찮게 구는구나.,모두 저세상으로 보내 주마!,절대적인 힘 앞에 굴복하라!,죽음의 제왕 앞에서 절망해라.,죽고 싶은 게냐?,벗어나려 발버둥 쳐도 소용없다.,미천한 피조물 같으니...,신조차 두려움에 떨리라.,이런 비좁은 세상에 나를 가둬 둘 순 없다!,나를 보고 살아 돌아간 자는 없다.,크하하하! 미천한 피조물의 재롱이구나.,죽음 앞에서 어디 힘껏 발버둥 쳐 봐라!,역겨운 생명의 기운이 느껴지는구나.,내 눈 앞에 있는 모든 생명을 멸하겠다.,가소로운 것들...,무지렁이들이 죽음이 찾아온 것을 눈치채지 못하는구나.,언제까지 이런 누추한 곳에 있을 셈이냐.,오너라! 하찮은 피조물이여!,물러나거라.,탐욕에 물든 눈빛이구나!,네 탐욕의 결과가 겨우 이거냐?,하찮은 발버둥이다.,내 눈과 마주치는 모든 존재를 죽음으로 인도하리라.,,,,,
121765,makara,어둠 마카라,오만함,fly_slow,myth,나의 힘을 보아라!,이것이 진정한 공포다!,힘 앞에 굴복해라!,내가 바로 공포다!,빛을 모두 삼키리라!,우주적 공포를 맛보아라!,누구랑 비슷하다고?,그 녀석은 내 상대가 되지 못한다.,건방지게 하등한 피조물과 나를 비교하지 마라.,온 우주를 내 힘 아래 굴복시키리라.,힘이 곧 질서다.,오직 절대적인 힘 만이 신뢰할 수 있는 가치이다.,내 힘이 온 우주를 지배할 것이다.,보아라 무한한 공포의 힘을.,경배하라 우주의 지배자를.,연약한 것들 투성이로군.,약한 것들은 지배자의 통치가 필요하다.,우주의 패자를 경배하라.,혼돈이 강림했다.,모두들 공포에 떨고 있구나.,지배의 시작이다.,가소롭구나.,칠흑의 우주에서 발견했다.,내 힘의 일부가 될 것이다.,물러나거라.,나의 힘을 보아라! 이것이 진정한 공포이며 두려움이다!,,,,,
121771,henes,땅 헤네스,고고함,fly_slow,myth,날 피할 수 없다.,돌격하라!,꿈의 여신이여!,빛을 따르라!,빛의 세례를 받아라!,어둠을 몰아내라!,현명하고 빠르게.,어둠을 극복하고 빛을 따르세요.,어둠에게 승리하기 위해서는 지혜를 길러야 합니다.,원하는 바를 이루려면 빠르게 행동해야 합니다.,주저할 필요 없습니다.,행동하는 자 만이 승리를 쟁취할 수 있습니다.,꿈의 여신께서 당신을 지켜주실 겁니다.,지혜로 세상을 구원할 수 있습니다.,당신은 지혜롭군요.,도시의 사람들은 매우 분주하군요.,지혜로운 사람들과 대화하고 싶어요.,지혜로운 사람들은 어둠 속에서도 희망을 발견할 수 있습니다.,꿈의 여신님을 따라 여기까지 왔습니다.,꿈의 여신님께 기도드립니다.,전투를 준비하라!,빛은 물러나지 않는다.,빛의 선물을 준비했습니다.,여신님의 보은입니다.,빛을 향해 나아가십시오.,지성과 기민함이 함께하는 그대에게 빛이 있으라.,,,,,
121784,temperentina,빛 템페렌티나,고고함,fly_slow,myth,침착하세요.,아직 끝나지 않았습니다.,동요할 필요 없습니다.,내면의 분노를 다스리세요.,당신을 구원하겠어요.,참는 자에게 복이 있나니.,절제를 실천하는 정신에는 힘이 있습니다.,라이트세븐의 이름으로...,절제하는 삶을 살아야 합니다.,절제하는 삶으로 마음의 안정을 취하세요.,앞이 보이지 않아도 상대의 마음을 알 수 있습니다.,스스로 움직임을 제한하는 것은 절제를 향한 의지의 표현입니다.,부당한 일에 그저 참고만 있는 것은 참된 절제가 아닙니다.,절제를 실천하면 마음의 동요가 사라집니다.,손은... 적응하면 괜찮아요...,생기가 느껴지는 마을이에요.,어디에 계시죠?,주변이 혼란스러워 기척을 놓치겠어요.,침묵하는 것이 복종을 의미하는 것은 아닙니다.,여기라면 얼마든지 있을 수 있겠어요.,준비 완료...,지금은 참고 있겠어요.,참는 자에게 복이 있으라.,절제에 대한 선물입니다.,참을성을 기르도록 하세요.,나 스스로를 절제함으로써 내면의 진정한 힘을 발휘하노라.,,,,,
121792,castitas,물 카스티타스,따뜻하고 믿음직스러운,fly_slow,myth,빛의 축복을...,어둠이여 물러나라!,거짓으로 나를 속일 수는 없습니다!,진실된 마음의 빛이여!,순결한 빛이여 악을 정화 하라!,어둠을 쫓아내리라!,"나는 순백의 기사, 카스티타스입니다.",거짓된 어둠이 다가오는 것이 느껴집니다.,정신을 맑게 유지하는 게 중요합니다.,순백의 정신. 그것이 제힘의 근원입니다.,저는 거짓을 꿰뚫어볼 수 있습니다.,악을 상대하기 위해 스스로 악해질 필요는 없습니다.,순백의 영혼을 가진 그대에게 빛의 축복이 함께 하길...,거짓을 몰아낸 그대의 모습이 자랑스럽습니다.,거짓으로 물든 세상을 그대와 함께 정화하겠습니다.,빛이 향한 마을이 바로 여기군요.,몸을 청결하게 하고 싶은데...,청소가 필요한 곳이 조금 있는 것 같습니다.,모두 청결한 사람들인 것 같군요.,이곳에서 잠시 쉬었다 가도록 하죠.,"순백의 기사, 준비 완료.",다시 돌아오겠습니다.,순백의 결정을 발견했습니다.,당신에게 도움이 될 것 같군요.,욕심은 마음을 오염시킵니다.,거짓으로 세상이 물들 때 순백의 힘으로 세상을 비추리라.,,,,,
121804,milatas,빛 밀라타스,믿음직,fly_slow,myth,어둠을 징벌하라.,아직 끝이 아니다!,징벌의 검이여!,악을 심판하라!,이것이 마지막이다!,"검이여, 교만을 꿰뚫어라!",지나치게 스스로를 높이다가는 결국 화를 불러올 것입니다.,항상 겸손한 마음을 가져야 합니다.,겸손한 자는 주위로 부터 존경을 받습니다.,선대에게 예를 갖추어야 합니다.,거짓으로 꾸민 겸손함으로는 존경받는 존재가 될 수 없습니다.,자신을 잘 아는 것이 힘이 될 수 있습니다.,지나친 겸손은 오히려 교만이 될 수 있습니다.,스스로를 낮출 수 있는 자가 가장 높은 곳에 도달할 수 있습니다.,때로는 부족함을 인정하는 것이 도움이 될 수 있습니다.,교만을 경계하십시오.,자신을 높이기 위해 남을 깎아 내려서는 안됩니다.,서로의 입장을 바꿔 생각하는게 도움이 될 수 있습니다.,당신의 겸손함에 경의를 표합니다.,잠시 자신을 돌아보고 있었습니다.,준비됐습니다.,알겠습니다.,작은 성의를 준비했습니다.,조금이나마 도움이 되었으면 좋겠군요.,겸손한 마음을 가지세요.,스스로를 겸허히 받아들일 수 있을 때 궁극의 힘을 발휘하리라.,,,,,
121813,epit,불 에피트,냉소적,fly_slow,myth,나비와 함께!,보아라 휘날리는 나비를!,너가 원하는대로 이루어 질 것이다.,나비의 존재가 느껴져...,나와 같은 생각이군,이정도면 만족해?,나비의 숨결이 느껴지지 않니?,타오른다.,응?,욕망이 불타오르군...,빨리 가볼까?,혹시...내 도움이 필요해?,무슨 생각해?,잠깐 이리 와 볼래?,뭐 해줄까?,나랑 더 놀자!,아주 재밌긴한데...,뜨겁게 놀아볼까?!,얼른 가자!,둘 만 있기 좋은 공간이네?,도울 일이라도?,무슨 문제가 있니?,얼른 가져가!,더 만족 할 수 있을때 까지...,쾌락에 대한 갈망은 끝이 없는법,끝없는 쾌락의 늪으로 빠트려주지.,,,,,
121821,gluttony,땅 글루토니,교활하고 욕심이 많음,fly_slow,myth,맛있겠다...!,어디 맛좀 보자!,전부 먹어 버릴거야!,아주 먹음직스러운걸...?,나는 아직도 배고프다!,고작 이게 최상의 음식인가!,배가 너무 고프구만!,오늘 점심메뉴는 뭐지?!,먹는게 제일 좋아!!,먹을걸 더 가져와라!,배고파서 돌아가기 직전이군!!,어디 먹을거 없나?!,먹어도 먹어도 배고프구만!,나의 유일한 취미는 식사인 것이다!,이 세상에 먹지 못하는건 없다!,너도 배고픈가?,조금만 기다려 봐!,과식은 늘 즐거운 법이지,음식이 존재하는 한 나는 죽지 않는다!,저기 보이는 알 먹어도 되지?!,싹 다 먹어치운다!,감히 날 굶주리게 하다니!,이 몸이 친히 준비한게 있다!,주기 싫지만 내 몫을 좀 나눠주지!,버릇없게 뭘 더 원하는거지?!,"다 먹어버릴 거야, 누구도 날 멈출 수 없어!",,,,,
121833,petia,불 페티아,따뜻하고 믿음직스러운,fly_slow,myth,"참고, 견디시게!",빛나는 인내를!,생명의 빛이여!,굳건히 버티시게!,위기에서 빛나는게 인내라네!,내가 그대들의 등불이네!,언제나 시작은 인내라네,가끔은 날개를 펴는 것도 중요하지,참고 견디면 기회가 오는 법이지.,이 깃털엔 불굴의 정신이 깃들어있지.,"등불은 좋다네, 어둠을 밝히며 길을 제시하지.",참고 견디는 것만이 인내가 아닐세.,인내는 갑옷 정비같은 걸세. 필요한 순간을 대비하는 거지,"그대에게라면, 내 깃털을 나눠줘도 좋다고 생각하네.",때로는 날개를 쉬게하는 것도 중요하지.,좋은 곳이군!  아주 아늑해.,마을은 좋네. 어디에나 밝은 등불이 있거든.,깃털 조심하시게. 공들여서 가꾸거든,참을성과 게으름을 혼동해선 안되네.,아늑한 곳이군! 날개를 쉴 수 되겠어.,"승리로 이끌어줄 등불, 그게 바로 날세.",아직 때가 아닌가? 더 기다리지.,그대의 인내를 치하하네.,인내의 끝은 달콤한 법이지.,이제 보니 아직 멀었군. 인내를 배우시게.,끝없이 참고 견뎌내는자가 진정한 승리자이니라.,,,,,
121842,envy,물 엔비,장난기가 심함,fly_slow,myth,너 좋은 거 가지고 있는데?,질투를 참을 수가 없군!,치사하게 혼자만 잘났군!,그렇게 잘나셨나?,실수하지마 비!,준비해둬 엔!,너도 너보다 뛰어난 테이머가 많다는 건 알지?,나는 엔. 옆의 녀석보다 두배는 똑똑해,나는 비. 내 옆의 멍청이랑 같은 취급하지마,허! 남잘되는 꼴을 보고만 있어?,내꺼 건들지마 비!,헛소리하지마 엔!,너 보다 뛰어난 놈들을 죄다 끌어내려! 그러면 니가 최고지,비는 멍청해. 그래도 어쩌겠어 내 형제인걸,"엔은 한심하지만, 다른 녀석들 보단 훨씬 나아",엔한테 가까이가지마! 내곁에 있어!,비한테 잘해주지마! 내가 먼저야,"자 말해봐, 엔이 좋아 내가 좋아?","너도 알겠지만, 비보다는 내가 나아",여긴 내 자리야! 아니 내 자리야!,준비됬어. 엔? 물론이지. 비!,우리 대신 누굴 넣으려고!,내가 줄꺼야! 아니! 내가 줄꺼야!,좋아. 우리가 주는거야,안돼! 내꺼야! 아니 내꺼야!,질투와 시기에선 달콤함이 느껴지지!,,,,,
